['s3', '192.240.1.2', 9.78472900390625, 1654120429.922993, 'hit']
['s3', '192.240.1.2', 10.425136089324951, 1654120430.563401, 'hit']
['s3', '192.240.1.2', 11.07676100730896, 1654120431.215025, 'hit']
['s3', '192.240.1.2', 11.192548036575317, 1654120431.330813, 'hit']
['s3', '192.240.1.2', 11.797422170639038, 1654120431.935686, 'hit']
['s3', '192.240.1.2', 11.840666055679321, 1654120431.978931, 'hit']
['s3', '192.240.1.2', 12.521104097366333, 1654120432.659368, 'hit']
['s3', '192.240.1.2', 12.608163118362427, 1654120432.746427, 'hit']
['s3', '192.240.1.2', 13.360222101211548, 1654120433.498486, 'hit']
['s3', '192.0.1.6', 13.695340156555176, 1654120433.833604, 'hit']
['s3', '192.240.1.2', 14.022320985794067, 1654120434.160585, 'hit']
['s3', '192.240.1.2', 14.128328084945679, 1654120434.266593, 'hit']
['s3', '192.0.1.6', 14.403411149978638, 1654120434.541675, 'hit']
['s3', '192.240.1.2', 14.754724979400635, 1654120434.892989, 'hit']
['s3', '192.240.1.2', 14.827311038970947, 1654120434.965576, 'hit']
['s3', '192.0.1.6', 15.04980206489563, 1654120435.188067, 'hit']
['s3', '192.240.1.2', 15.522786140441895, 1654120435.661051, 'hit']
['s3', '192.0.10.111', 15.603960037231445, 1654120435.742224, 'hit']
['s3', '192.240.1.4', 15.753741979598999, 1654120435.892006, 'hit']
['s3', '192.0.1.6', 15.876914024353027, 1654120436.015178, 'hit']
['s3', '192.0.1.8', 16.06035304069519, 1654120436.198618, 'hit']
['s3', '192.240.1.2', 16.331817150115967, 1654120436.470081, 'hit']
['s3', '192.240.1.1', 16.4336941242218, 1654120436.571959, 'hit']
['s3', '192.0.1.6', 16.631629943847656, 1654120436.769894, 'hit']
['s3', '192.240.1.5', 16.728321075439453, 1654120436.866586, 'hit']
['s3', '192.0.1.7', 16.949498176574707, 1654120437.087762, 'hit']
['s3', '192.0.1.9', 17.03559398651123, 1654120437.173859, 'hit']
['s3', '192.240.1.2', 17.092375993728638, 1654120437.230641, 'hit']
['s3', '192.240.1.2', 17.221660137176514, 1654120437.359925, 'hit']
['s3', '192.240.1.4', 17.33818507194519, 1654120437.476449, 'hit']
['s3', '192.0.1.6', 17.542639017105103, 1654120437.680904, 'hit']
['s3', '192.0.1.8', 17.660526990890503, 1654120437.798792, 'hit']
['s3', '192.0.1.9', 17.85161304473877, 1654120437.989877, 'hit']
['s3', '192.0.1.10', 17.927075147628784, 1654120438.065339, 'hit']
['s3', '192.240.1.1', 18.110082149505615, 1654120438.248346, 'hit']
['s3', '192.240.1.4', 18.17642116546631, 1654120438.314686, 'hit']
['s3', '192.240.1.3', 18.255102157592773, 1654120438.393367, 'hit']
['s3', '192.0.1.6', 18.318135023117065, 1654120438.456399, 'hit']
['s3', '192.240.1.5', 18.441004991531372, 1654120438.579269, 'hit']
['s3', '192.0.1.8', 18.475216150283813, 1654120438.61348, 'hit']
['s3', '192.0.1.7', 18.551826000213623, 1654120438.69009, 'hit']
['s3', '192.0.1.9', 18.719659090042114, 1654120438.857923, 'hit']
