['s1', '192.240.1.2', 14.50082802772522, 1654120434.635183, 'hit']
['s1', '192.240.1.2', 15.228920936584473, 1654120435.363277, 'hit']
['s1', '192.240.1.2', 15.342223882675171, 1654120435.47703, 'hit']
['s1', '192.0.1.6', 15.626675844192505, 1654120435.761031, 'hit']
['s1', '192.0.1.8', 15.758224964141846, 1654120435.89258, 'hit']
['s1', '192.240.1.2', 16.080580949783325, 1654120436.214936, 'hit']
['s1', '192.240.1.1', 16.25243091583252, 1654120436.386786, 'hit']
['s1', '192.0.1.6', 16.392421007156372, 1654120436.526777, 'hit']
['s1', '192.0.1.8', 16.523106813430786, 1654120436.657462, 'hit']
['s1', '192.0.1.9', 16.765866994857788, 1654120436.900222, 'hit']
['s1', '192.240.1.2', 16.809056043624878, 1654120436.943411, 'hit']
['s1', '192.240.1.2', 16.90896701812744, 1654120437.043322, 'hit']
['s1', '192.240.1.4', 17.08024787902832, 1654120437.214603, 'hit']
['s1', '192.0.1.6', 17.165326833724976, 1654120437.299682, 'hit']
['s1', '192.240.1.5', 17.209494829177856, 1654120437.34385, 'hit']
['s1', '192.0.1.8', 17.316804885864258, 1654120437.45116, 'hit']
['s1', '192.0.1.7', 17.368136882781982, 1654120437.502492, 'hit']
['s1', '192.0.1.9', 17.490044832229614, 1654120437.6244, 'hit']
['s1', '192.240.1.2', 17.600021839141846, 1654120437.734377, 'hit']
['s1', '192.240.1.1', 17.7086079120636, 1654120437.842963, 'hit']
['s1', '192.240.1.3', 17.894208908081055, 1654120438.028564, 'hit']
['s1', '192.240.1.5', 17.992580890655518, 1654120438.126937, 'hit']
['s1', '192.0.1.7', 18.13935899734497, 1654120438.273714, 'hit']
['s1', '192.0.1.9', 18.30110001564026, 1654120438.435455, 'hit']
['s1', '192.240.1.2', 18.461736917495728, 1654120438.596092, 'hit']
['s1', '192.240.1.1', 18.5117449760437, 1654120438.6461, 'hit']
['s1', '192.240.1.4', 18.576947927474976, 1654120438.711303, 'hit']
['s1', '192.240.1.3', 18.643162965774536, 1654120438.777519, 'hit']
['s1', '192.0.1.6', 18.752779006958008, 1654120438.887134, 'hit']
['s1', '192.240.1.5', 18.828737020492554, 1654120438.963092, 'hit']
['s1', '192.0.1.8', 18.906538009643555, 1654120439.040894, 'hit']
['s1', '192.0.1.9', 19.102136850357056, 1654120439.236493, 'hit']
['s1', '192.240.1.2', 19.18738102912903, 1654120439.321736, 'hit']
['s1', '192.240.1.1', 19.367388010025024, 1654120439.501744, 'hit']
['s1', '192.240.1.3', 19.490154027938843, 1654120439.624509, 'hit']
['s1', '192.0.1.6', 19.543059825897217, 1654120439.677416, 'hit']
['s1', '192.240.1.5', 19.6544189453125, 1654120439.788775, 'hit']
['s1', '192.0.1.8', 19.702205896377563, 1654120439.836561, 'hit']
['s1', '192.0.1.7', 19.804219007492065, 1654120439.938574, 'hit']
['s1', '192.0.1.9', 19.96856999397278, 1654120440.102926, 'hit']
['s1', '192.240.1.2', 20.081411838531494, 1654120440.215768, 'hit']
['s1', '192.240.1.1', 20.121099948883057, 1654120440.255455, 'hit']
['s1', '192.240.1.4', 20.241894960403442, 1654120440.376251, 'hit']
['s1', '192.0.1.6', 20.345310926437378, 1654120440.479666, 'hit']
['s1', '192.240.1.5', 20.37850284576416, 1654120440.512858, 'hit']
['s1', '192.0.1.8', 20.511963844299316, 1654120440.64632, 'hit']
['s1', '192.0.1.7', 20.55009698867798, 1654120440.684452, 'hit']
['s1', '192.0.1.9', 20.669453859329224, 1654120440.803809, 'hit']
['s1', '192.240.1.2', 20.80164384841919, 1654120440.936, 'hit']
['s1', '192.240.1.2', 20.835139989852905, 1654120440.969495, 'hit']
['s1', '192.240.1.1', 20.935065984725952, 1654120441.069422, 'hit']
['s1', '192.240.1.4', 20.992031812667847, 1654120441.126388, 'hit']
['s1', '192.240.1.3', 21.108081817626953, 1654120441.242437, 'hit']
['s1', '192.240.1.5', 21.242332935333252, 1654120441.376688, 'hit']
['s1', '192.0.1.7', 21.360918045043945, 1654120441.495274, 'hit']
['s1', '192.0.1.10', 21.408252954483032, 1654120441.542609, 'hit']
['s1', '192.0.1.9', 21.4841890335083, 1654120441.618544, 'hit']
['s1', '192.240.1.2', 21.6354398727417, 1654120441.769796, 'hit']
['s1', '192.240.1.1', 21.662150859832764, 1654120441.796507, 'hit']
['s1', '192.240.1.4', 21.725266933441162, 1654120441.859623, 'hit']
['s1', '192.0.1.6', 21.86941695213318, 1654120442.003772, 'hit']
['s1', '192.240.10.102', 21.916548013687134, 1654120442.050903, 'hit']
['s1', '192.0.1.8', 21.94880485534668, 1654120442.083161, 'hit']
['s1', '192.0.1.10', 22.08812403678894, 1654120442.222479, 'hit']
['s1', '192.0.1.9', 22.127604961395264, 1654120442.261961, 'hit']
['s1', '192.240.1.2', 22.17146897315979, 1654120442.305825, 'hit']
['s1', '192.240.1.2', 22.19273090362549, 1654120442.327087, 'hit']
['s1', '192.0.10.10', 22.244330883026123, 1654120442.378686, 'hit']
['s1', '192.240.1.1', 22.280735969543457, 1654120442.415091, 'hit']
['s1', '192.240.1.4', 22.301219940185547, 1654120442.435575, 'hit']
['s1', '192.240.1.3', 22.375780820846558, 1654120442.510136, 'hit']
['s1', '192.240.1.5', 22.47992181777954, 1654120442.614277, 'hit']
['s1', '192.0.1.7', 22.55607795715332, 1654120442.690433, 'hit']
['s1', '192.0.1.9', 22.684677839279175, 1654120442.819033, 'hit']
['s1', '192.240.1.2', 22.776731967926025, 1654120442.911087, 'hit']
['s1', '192.240.1.1', 22.813061952590942, 1654120442.947417, 'hit']
['s1', '192.240.1.4', 22.904533863067627, 1654120443.038889, 'hit']
['s1', '192.0.1.6', 22.989284992218018, 1654120443.12364, 'hit']
['s1', '192.240.1.5', 23.01707887649536, 1654120443.151434, 'hit']
['s1', '192.0.1.8', 23.11261296272278, 1654120443.246968, 'hit']
['s1', '192.0.1.7', 23.140808820724487, 1654120443.275165, 'hit']
['s1', '192.0.1.10', 23.232796907424927, 1654120443.367152, 'hit']
['s1', '192.240.1.2', 23.349704027175903, 1654120443.48406, 'hit']
